KODE MATERIAL,NAMA,SPESIFIKASI
ZTAM113,CAM SWITCH,CAM SWITCH || 2 POSITION ON-OFF || GAVE 3 PHASE 40A
ZTAM114,CONTACTOR,LC1D65008F7 ||4 POLE 2NO 2NC || COIL 110V || RATET CORRENT  || 80A
ZTAM115,THERMAL OVERLOAD RELAY,3UA5240-2C || OVERLOAD RELAY 6-25 A || CONTACTS: 1 NO + 1 NC
ZTAM116,OVERLOAH RELAY,LRD 22 16- 24 A || THERMAL OVERLOAD RELAY. 24A/690V. THERMAL SETTING RANGE 16-24A. 3-PHASE MOTORS 11KW@400V
ZTAM117,TIME DELAY BLOCK,LADR4 || 10 -180 S TIME DELAY AUXILIARY CONTACT BLOCK. FOR CONTACTORS LC1D. LC1F. IT PROVIDES 1NO+1NC CONTACTS RATED UP TO 10A 690V AC. 10-180S
ZTAM118,TRANSFORM AUXILIAIRE,W000147241
ZTAM119,TERMINAL KABEL,TERMINAL BLOCK || DIAMETER:4 mm
ZTAM120,MCB,MCB 3P || NF30-CS || CURRENT: 15 A
ZTAM121,TEMPERATURE INNDICATOR,TAWI - N3NP 4C
ZTAM122,Overload relay,3UA50 40-1C || OVERLOAD RELAY 1.6-2.5A
ZTAM123,NFB,NF 30- 30 RATE CURRENT: 3A || 5A || VOLTAGE: 500
ZTAM124,Temperatur indicator,T4WI-N3NP4C || RANGE : 0-399 CELCIUS || POWER : 110 / 220 VOLT
,,
ZTAM125,Relay,Relay rpm32p7
ZTAM126,FUSE HOLDER,380 V  || 20A
ZTAM127,Scr power supply shot,Press brake rg 80
ZTAM128,RUMAH FUSE,10脳38  || 32 A
ZTAM129,Thermal over load,1saz311201r1003 || TA42DU-42
ZTAM130,Overload relay,Lrd05
ZTAM131,Electromagnetic overcurrent relay,Eocrssd-30dm7q
ZTAM132,Temperatur controller,E5ec-rx2asm-800
ZTAM133,Thermal overload,Tr-n3/3 range:34-50A
ZTAM134,Relay,3rv1031-4da10
ZTAM135,HOME FUSE,GAVE  || 10.3 脳 38  || 500V
ZTAM136,MCB,SIEMENS 5.5脳 21 || 1 PHASE  || 1 A
ZTAM137,HOME FUSE,GPE  || 10 脳 38  || 32 A
ZTAM138,MCB,14 脳 51  || 500 V
ZTAM139,MCB,MCB SCHNEIDER  || 6A. 1P 400V
ZTAM140,MCB,MCB SCHNEIDER D 1A 2P  || 400 V
ZTAM141,MCB,MCB BBC S161 || 1P || 240/415V
ZTAM142,MCB,MCB C 10A 250V || C60H- DC
ZTAM143,MCB,MCB C 6A 250 A || C60H-DC
ZTAM144,MCB,MCB 2.5 - 4 A  || GV 2 - M 08
ZTAM145,MCB,MCB CIRCUIT BREAKER 2  || GV2ME08 || 2.5 - 4A
ZTAM146,MCB,MCB SIEMEN C3 220/440 V || 5S 脳 52
ZTAM147,MCB,MCB 3P-250A-25KA/415V
ZTAM148,MCB,MCB EA33 || AC220V 2.5KA  || 15A
ZTAM149,MCB,MCB SCHNEIDER || GK3EF80 || 35KA/400V || 80A
ZTAM150,PUSH BUTTON,PUSH BUTTON || BT-2 AC 250V || 3A MAX 600V
ZTAM151,MCB,MCB NF 30-SB || AC 220V 20A
ZTAM152,MCB,MCB || NF 50- CS || AC 220V 3P 15A
ZTAM153,MCB,MCB SCHNEIDER EZC 250H 690V 100A
ZTAM154,MCB,MCB MERLIN GERIN NS 100 N 750V 80A
ZTAM155,MCB,MCB MERLIN GERIN NS 100 N 750 V 500A
ZTAM156,CONTAKTOR,S- N 35 60A
ZTAM157,MCCB,MCB NF 125 -CW 600V 80 A
ZTAM158,TIMER,Timer omron H3DE - M1 230 V
ZTAM159,MCB,MCB TM -3GD 41 -AC 220V 33 A
ZTAM160,RUMAH SEKRENG,HOLDEROO NT 100 A
ZTAM161,NO - FUSE BREAKER,NF 30 - SB 3P AC 600 5A
ZTAM162,MCB,MCB CPN 3P 220VAC 16 A
ZTAM163,CONTAKTOR,SCHNEIDER  || ABL 8FEQ24040 || 400V 24 VDC/ 4A
ZTAM164,BALLAST ELECTRONIC LAMPU TL,PHILIPS EB -C 118 TL-D 220-240 EP ( LAMP 1脳TL-D 18 W)
ZTAM165,FERRAZ PROTISTOR,15BODK CA URK 92 TTC 350
ZTAM166,RESET,RSA 470 250 A 10 A
ZTAM167,FUSE LEGRAND,AM 2A 400V  || 8.5 脳 31.5
ZTAM168,FUSE LEGRAND,AM 120 04 - 04 400V || 8.5 脳31.5
ZTAM169,FUSE LEGRAND,AM 120 06 - 6A  || 8.5 脳 31.5
ZTAM170,FUSE LEGRAND,AM 120 08 - 8A  || 8.5 脳 31.5
ZTAM171,BALL VALVE,Ball valve 1 KUNINGAN
ZTAM172,BALL VALVE,BALL VALVE 1 1/4 KUNINGAN
ZTAM173,RELAY MORS SMITT,TDB4 - U201 24VDC 1- 10s
ZTAM174,RELAY MORS SMITT,DGG - U201 24VDC
ZTAM175,RELAY MORS SMITT,D - U204 110VDC
ZTAM176,RELAY MORS SMITT,D - U303 220V 50Hz
ZTAM177,RELAY MORS SMITT,D8 - U201 24VDC
ZTAM178,RELAY,RU2S - C - D12 10A 250VAC 12VDC
ZTAM179,RELAY,OMRON LY4 24VAC IEC255 10A 110VAC 24VAC
ZTAM180,RELAY,OMRON MKS2P 250VAC 30VDC 10A
ZTAM181,RELAY,OMRON COIL || 24VDC 7A 240VAC
ZTAM182,RELAY,MY2N - GS COIL  || 48VDC 5A 250VAC
ZTAM183,RELAY,MORS SMITT TDE - U201 24 VDC 1 - 10s
ZTAM184,RELAY,MORS SMITT TDB4 - U201 24VDC 6 - 60s
ZTAM185,RELAY,MORS SMITT TDB4 - U204 110VDC 1 - 10s
ZTAM186,RELAY,MORS SMITT - U204 110VDC 0.3-3min
ZTAM187,RELAY,MORS SMITT TDB4- U201 24VDC 0.3-3min
ZTAM188,RELAY,MORS SMITT TDB4 -U201 24VDC 3-30s
ZTAM189,RELAY,MORS SMITT TDB4 - U306 240V 0.3 - 3s
ZTAM190,RELAY,MORS SMITT TDE - U201 24VDC 0.3 - 3s
ZTAM191,RELAY,SCHNEIDER RPM32BD 24VDC 15 A/ 250VAC
ZTAM192,RELAY,Telemecanique RUMF3AB2BD 24VDC 10A/250VAC
ZTAM193,V. BELT,MITSUBOSHI 38脳1063 R909070
ZTAM194,RELAY,Telemecanique RUMC2AB2P7 230V 50/60HZ 10A/250VAC
ZTAM195,RELAY,TELEMECANIQUE RPM32P7 230V 50/60HZ 15A/250VAC
ZTAM196,RELAY,SCHNEIDER RPM32BD 24VDC 15A/250VAC
ZTAM197,RELAY,MORS SMITT D - U201 24VAC
ZTAM198,RELAY,OMRON MK2P - 1  || COIL 220VAC 250VAC 7A OC3
ZTAM199,MAJUN KAOS,MAJUN
ZTAM200,RELAY,OMRON MK2P-1 || COIL 110VDC 250VAC 10A
ZTAM201,RELAY,HH23PN-T 110-120V 50/60Hs
ZTAM202,RELAY,HH23PN-T 100-110V 50/60Hz
ZTAM203,RELAY,VDE0435 IEC255 DC12V
ZTAM204,RELAY,OMRON DC 24V 10A
ZTAM205,RELAY,SCHNEIDER RPM 120 VAC
ZTAM206,RELAY,OMRON LY2N  || 12V DC
ZTAM207,RELAY,OMRON MY4-CR: COIL || 24 VAC 5A
ZTAM208,RELAY,IEC255 COIL || 110VDC 5A
ZTAM209,RELAY,OMRON MY2  ||24 VDC 5A
ZTAM210,RELAY,OMRON MY4  || 24VAC 3A
ZTAM211,RELAY,HH54PW DC 24V
ZTAM212,RELAY,OMRON G4Q-212S  || 220V 24VDC
ZTAM213,RELLAY,OMRON MM2KP
ZTAM214,RELAY,OMRON  || 110 VAC 50/60 Hz
ZTAM215,RELAY,JQX-10F/3Z DC 24V
ZTAM216,FUSE LEGRAND,63 A 500V 22脳58
ZTAM217,FUSE LEGRAND,80A 500V 22脳58
ZTAM218,FUSE KERAMIK,FUSE 5A
ZTAM219,FUSE KERAMIK,20A 400V 10脳38
ZTAM220,FUSE KERAMIK,10A 600V
ZSKR004,SAKLAR,DOUBLE SWITCH 10A - 250V || OUTBOW || BROCO GALLEO
ZSKR003,SAKLAR,SINGLE SWITCH 10A - 250V || OUTBOW || BROCO GALLEO
ZSKR001,SAKLAR,SINGLE SWITCH 10A - 250V || BROCO GALLEO
ZSKR002,SAKLAR,DOUBLE SWITCH 10A - 250V || BROCO GALLEO
ZMAT001,OLI,OLI GASOLINE & DIESEL SAE 10W-40 || 4 LITER
ZMAT002,SEAL KIT,P/N: 94304-40140 || TILT CYLINDER FOR FORKLIFT MITSUBISHI FD 30 ND
ZMAT003,ORING,ORING CS:3mm ID 12mm X OD: 18mmX Tebal:3 mm NBR
ZCAB005,CABLE,CABLE OLFLEX LIFT 8x 1.5 MM
ZCAB002,CABLE,CABLE UNITRONIC LiYCY 12 x 0.75 MM
ZCAB004,CABlE,CABLE OLFLEX LIFT 4 x 4 MM
ZCAB006,CABLE OLFLEX LIFT 12 X 1.5 MM,CABLE OLFLEX LIFT 12 X 1.5 MM
ZCAB003,CABLE,CABLE DATA 3C x 20 AWG
ZCAB001,CABLE,CABLE WL 1 50 MM
ZMAT004,BEARING,6201ZZ || DEEP GROOVE BALL BEARING || ID:12mm || OD: 32mm || W: 10mm || MEREK: SKF. FAG. TIMKEN || KOYO ||
ZMAT005,BEARING,DEEP GROOVE BALL BEARING 6001 zz : ID 12mmOD: 28mm W: 8
ZMAT006,BELT,V-BELT || A-86 || LENGTH: 86 INCHI || H: 9MM || W: 12.5MM
ZQCP001,QUICK COUPLING SF FAMALE,SF FEMALE  || 1/2
ZTAM221,PIPA,PIPA PVC KLAS D 1/2 X 4 M
ZTAM222,PIPA,PIPA PVC KLAS D 3/4 X 4 M
ZTAM223,OLI,OLI 2T || 10W-40 || 1L
ZTAM224,TOGGLE SWITCH,6 PIN || CURRENT : 15 A || VOLTAGE : 250 VAC || 3 POSITION ON-OFF-ON
ZTAM225,REDUCER,REDUCER PVC 1- 3/4
ZTAM226,REDUCER,REDUCER PVC 1- 1/2
ZTAM227,REDUCER,REDUCER PVC 3/4- 1/2
ZTAM232,,NUT MATERIAL : GALVANIS || M 10
ZTAM229,,NUT MATERIAL : GALVANIS M5
ZTAM228,NUT,NUT MATERIAL  || GALVANIS  || M4
ZTAM230,NUT,NUT MATERIAL  ||GALVANIS || M6
ZTAM231,NUT,NUT MATERIAL || GALVANIS  || M8
ZTAM233,NUT,NUT MATERIAL  || GALVANIS  || M 12
ZTAM234,FUEL FILTER,FUEL FILTER: P/N || 23414-E00010 || THREAD SIZE: 3/4 x 16 || H: 100MM || OD: 80MM
ZTAM235,FUEL FILTER,FUEL FILTER ELEMENT || P/N: 23390-LIE50
ZTAM236,CAT,CAT PRIMER || WARNA ABU-ABU || 5KG
ZTAM237,PIPA,PIPA PVC KLAS D 1/2 X 4 M
ZTAM238,PIPA,PIPA PVC KLAS D 3/4 X 4 M
ZTAM239,ELBOW,ELBOW PVC FEMALE THREAD: 1/2
ZTAM240,ELBOW,ELBOW PVC FEMALE THREAD: 3/4
ZTAM241,SOCKET,SOCKET PVC FEMALE THREAD: 3/4
ZTAM242,CAT,CAT BESI || WARNA SILVER || 1 LITER
ZTAM243,WATERMUR,WATERMUR || 3/4 MATERIAL PVC
ZTAM244,ELBOW,ELBOW || 1 1/2 MATERIAL PVC
ZTAM245,LAMPU,LAMPU TL KOMPLIT KAP LAMPU || POWER: 10W || 220V
ZTAM246,OIL FILTER,P/N:92888262 || for INGERSOLL-RAND AIR SCREW COMPRESSOR SSR-ML250
ZTAM247,AIR/OIL SEPARATOR,AIR/OIL SEPARATOR || INGERSOLL RAND SSR HPE 250-2S || P/N: 22219174
ZTAM248,AIR FILTER ELEMENT,39903265 || for INGERSOLL-RAND AIR SCREW COMPRESSOR SSR-ML250
ZTAM249,DUST SEAL,DUST SEAL: 35mm X 47mmX 2mm
ZTAM250,SNAP RING,SNAP RING
ZTAM251,BEARING,DEEP GROOVE BALL BEARING || BEARING 6210-ZZ || ID: 50 mm || OD: 90 mm || WIDTH: 20 mm || MEREK NTN. SKF. KOYO. TIMKEN
ZTAM252,SNAP RING,SNAP RING || INTERNAL || H-62 || OD: 65mm || Dia Shaft: 62mm || T: 2mm
ZTAM253,BELT,V-BELT OPTIBELT SPC 2000 LW || PANJANG : 2000MM || TINGGI / TEBAL: 18MM || LEBAR : 22MM
ZTAM254,SOCK,SOCK MALE THREAD:1/2 X 3/4 || MATERIAL: PVC
ZTAM255,SOCK,SOCK FEMALE THREAD:1/2 || MATERIAL: PVC
ZTAM256,CABLE,CABLE SPEKER || 2脳2.5 mm
B53TQ2810,PCB,P/N: P10263Q || FOR DIGITAL INVENTER DP400
B40GA0100,FLOOR DRAIN,STAINLESS STEEL 100MM X 100MM || MATERIAL STAINLESS STEEL
B42CA0390,HANGER CLAMP,4 POLE MEREK: DELACHAUX || P/N: 081143-1X4X20 || FOR CONDUCTOR BAR CRANE DEMAG
B42CA0452,NUT BALL SCREW,SFNUR03205T4D-A || DIAMETER SHAFT: 32mm || L: 52mm
B42EA1672,BOLT,HEX || M12 X 60 || 12.9
B47CG0001,IMPELLER,DIAMETER IMPELLER: 178 mm || MEREK: EMBARA || TYPE PUMP: 100X80 FS GCA
B47CG0002,SHAFT,MATERIAL: STAINLESS STEEL || FOR CENTRIFUGAL PUMP EMBARA || TYPE PUMP: 100X80 FSGCA
B47CG0003,BEARING COVER,CENTRIFUGAL PUMP || MEREK: EMBARA || TYPE PUMP: 100X80 FSGCA
B47CG0004,BEARING HOUSING,BEARING HOUSING FOR CENTRIFUGAL PUMP EMBARA || TYPE PUMP: 100X80 FSGCA
B47CG0005,IMPELLER,DIAMETER IMPELLER: 211 mm || MEREK: EMBARA || TYPE PUMP: 100X80 FSHA
B47CG0006,SHAFT,CENTRIFUGAL PUMP || MEREK: EMBARA || TYPE PUMP: 100X80 FSHA
B47CG0007,COVER BEARING,CENTRIFUGAL PUMP || MEREK: EMBARA || TYPE PUMP: 100X80 FSHA
B47CG0008,BEARING HOUSING,CENTRIFUGAL PUMP || MEREK: EMBARA || TYPE PUMP: 100X80 FSHA
B47CG0009,MANUAL LUBRICATOR,P/N: CLA 8 || MAX. VOLUME : 8CC || MAX. PRESSURE : 15KGF/CM2 || CAPACITY: 600 CC
B47CG0010,CENTRIFUGAL PUMP + MOTOR,TYPE PUMP: CENTRIFUGAL PUMP || P/N: 125 X 100 FS4KA || MOTOR POWER : 18.5 Kw / 25Hp || 1475RPM - 4Pole.380V AV - 50 Hz || SEALLING : ME
B47CG0020,CENTRIFUGAL PUMP,MOTOR: 3 PHASE 380 VAC 2HP. 50 HZ || PUMP : SUCTION : G 1 1/4 || DISCHARGE : G 1 || HEAD : 33.1 M || MAX WP : 0.8 MPA || 'CLOSED CENT
B47CG0080,SHAFT WHEEL,DIAMETER: 60mm || L: 164mm || MATERIAL AISI 4140 || Z: 10
B47CG0150,SHAFT,SHAFT MOTOR HOIST CRANE 33 || LENGTH TOTAL: 460mm || MATERIAL: VCN 150 || GEAR: HARDENING PROCESS
B48BD0015,WHEEL SHAFT,DIA: 74MM - 312MM || PART TAMBANGAN No 4B
B48BD0016,WHEEL,DIA: 315MM-176MM || PART TAMBANGAN No 4B
B48BH1434,PINION GEAR + SPIE,MATERIAL: VCN 150 || Z: 14 || FACE WIDTH GEAR: 34MM || HARDENING PROCESS
B48BL0128,GEAR,WORM GEAR || Z: 100 || OD: 233mm || MATERIAL: AB2 ALUMINIUM BRONZE
B48BL0129,SHAFT,MATERIAL AISI 4140 ||DIAMETER:45 mm LENGTH: 112mm || Z: 8 ||
B48BL0130,SHAFT GEAR BOX,MATERIAL AISI 4140 ||DIAMETER:59 mm LENGTH: 289.5 mm || Z: 8 || HARDENING PROCESS
B48BL0131,GEAR,GEAR MESIN VERTICAL MILLING
B48BL0132,FLANGE PULLEY,SPLINE FLANGE: Z: 6 || DIAMETER: 108mm ||  ||MATERIAL AISI 4140
B48BL0136,SHAFT GEAR BOX,SHAFT GEAR BOX CRANE 29 || DIA: 84mm || L: 386mm || Z: 36 || MATERIAL SHAFT: MATERIAL: AISI 4140 || HARDENING PROCESS.
B48DE7033,CONICAL DISC BRAKE,OD: 214MM || MATERIAL ALUMINIUM || FOR DISC BRAKE HOIST CRANE NO 33 ||
B49DE0063,SUBMERSIBLE PUMP,POWER: 3HP || DIAMETER OUTPUT: 6 || FLOW: 2 M3/min 3 PHASE-380V || MEREK: PADOVA TYPE: L-63
B50AC0155,LINEAR GUIDE RAIL,P/N: HRC 30 MN SZ || BLOCK DIMENSION || K: 38.2mm || W: 60mm || L: 95.5mm
B50AC0156,LINEAR POSITION SENSOR,P/N: PL20C || MEASURING RANGE: Min.: 10 cm (3.94 in) - Max.: 3.000 cm (98.43 in) || POWER: 5 V
B50AD0040,CENTRAL ADAPTER,P/N: U5185D00 || FOR DIGITAL INVERTER DP-400
B50AD0041,CENTRIFUGAL PUMP,MEREK: EMBARA || TYPE PUMP: 100X80 FSGCA || MOTOR FRAME TYPE:180MA || SEALLING : MECHANICAL SEAL.
B50GA0002,FOOT KLEP,MATERIAL : GALVANIS/BRASS || UKURAN : 1
B51DH0114,DOUBLE NEPLE,MALE THREAD || MATERIAL: GALVANIS/BRASS || DIAMETER: 1 1/4
B51DH0115,DOUBLE NEPLE,MALE THREAD || MATERIAL: GALVANIS/BRASS || DIAMETER: 1
B51DJ1200,NEPPLE,DOUBLE NEPLE || MALE TO MALE THREAD || SIZE: 1/2 || MATERIAL: CHROME
B51JB0124,PIPA,PIPA PVC KLAS D 1/2 X 4 M
B51JB0344,PIPA,PIPA PVC KLAS D 3/4 X 4 M
B51JD0114,PIPE,PIPE MALE THREAD || SIZE: 1 1/4 MATERIAL: GALVANIS/BRASS
B51NB0112,REDUCER,REDUCER PVC 1- 1/2
B51NB0134,REDUCER,REDUCER PVC 1- 3/4
B51NB0412,REDUCER,REDUCER PVC 3/4- 1/2
B51PD3402,JOINT C-TRACK,JOINT C-TRACK  || SIZE RAIL 32X30X26-12mm || MATERIAL: GALVANIS
B51PG1201,SOCK,SOCK FEMALE THREAD:1/2 || MATERIAL: PVC
B51PG1202,SOCK,SOCK MALE THREAD:1/2 || MATERIAL: PVC
B51PG1203,SOCK,SOCK MALE THREAD:1/2 X 3/4 || MATERIAL: PVC
B51PG1204,SOCK,DOUBLE NEPLE || MALE TO MALE THREAD || SIZE: 1/2 || MATERIAL: CHROME
B51PG1205,SOCK,SOCK: 3/4 || MALE THREAD || MATERIAL: GALVANIS
B51PG1206,SOCK,SOCK: 1 || MALE THREAD || MATERIAL: GALVANIS
B51PH2201,POMPA AIR,POMPA AIR CELUP || VOLTAGE: 220 VAC 50 Hz || DISCHARGE: 1 陆 || MIN HEAD: 8 M
B51PH2202,POMPA AIR,POMPA AIR CELUP || VOLTAGE: 220 VAC 50 Hz || DISCHARGE: 1 茅芦炉
B51QA0020,ELBOW,ELBOW UKURAN: 3/4 || MATERIAL GALVANIS
B51QA0021,Elbow,ELBOW FEMALE THREAD || SIZE: 1 MATERIAL: GALVANIS/BRASS
B51QA0023,Elbow,ELBOW FEMALE THREAD || SIZE: 1 1/4 MATERIAL: GALVANIS/BRASS
B51QA0201,ELBOW,ELBOW PVC FEMALE THREAD: 1/2
B51QA0202,ELBOW,ELBOW PVC FEMALE THREAD: 3/4
B51QE0040,FLANGE,FLANGE || UKURAN 4IN || MATERIAL: PVC
B51QH0050,HOSE,WASTAFEL HOSE || DIAMETER NUT 1/2 || PANJANG: 50cm
B51QH0051,HOSE,P/N: 39572482 || HOSE. THERMO VALVE - FILTER || FOR IR AIR SCREW COMPRESSOR MM-160
B51QH0052,HOSE,P/N: 39916911 || TUBE. OIL FEED || FOR IR AIR SCREW COMPRESSOR MM-160
B51QH0053,HOSE,P/N: 39479209 || TUBE. OIL COOLER OUT-THERMO VALVE || FOR IR AIR SCREW COMPRESSOR MM-160
B51QH0054,HOSE,P/N: 39545843 || TUBE. OIL COOLER IN-THERMO VALVE || FOR IR AIR SCREW COMPRESSOR MM-160
B51QX0312,TEE,TEE 1/2 PVC-AW
B51RA0501,COUPLING,COUPLING PUMP SUNTEC || P DIN 5S001 V
B51RP0712,KRAN SHOWER,KRAN SHOWER || JF07 CA 1/2
B51RP0720,SHOWER TOILET,SHOWER TOILET || MEREK TOTO || THX20MCRB
B51VB0010,BELT,V-BELT || TYPE: B77 || L: 77 || WIDTH: 16.5mm || HEIGHT: 11mm
B51VB0011,V-BELT,M46 || DIAMETER: 46 || BELT TOP WIDTH: 10mm || THICKNESS: 6mm
B51VB0012,BELT,V-BELT A52 || INSIDE LENGTH APPROX: 52 INCH || BELT WIDTH APPROX: 13MM  || BELT DEPTH APPROX: 8MM
B51VB0013,BELT,V-BELT || A-86 || LENGTH: 86 INCHI || H: 9MM || W: 12.5MM
B51VB0014,BELT,V-BELT || A35 || LENGTH: 35in || WIDTH: 12.7MM || THICKNESS: 8mm
B51VB0015,BELT,V-BELT OPTIBELT SPC 2000 LW || PANJANG : 2000MM || TINGGI / TEBAL: 18MM || LEBAR : 22MM
B51VB0016,BELT,SPEED BELT || 1422 V 270  || LENGTH: 27.7 || WIDTH: 7/8 || ANGLE: 22
B51VB0017,BELT,TIMING BELT || TYPE: 280H || BELT LENGTH: 28. TEETH: 56 || WIDE: 38MM || PITCH: 1/2
B51VB0018,BELT,V-BELT || TYPE: 3V 375 || LENGTH: 37.5IN || WIDTH: 9.5MM || THICKNESS: 8MM
B51VB0019,BELT,TYPE: 1.25 X 1135 LA
B51VB0108,BELT,FM-42 || DIAMETER: 42 || BELT TOP WIDTH: 10mm || THICKNESS: 8mm
B52AF0225,REMOTE,REMOTE SEQUENTIAL CHILLER
B52RY0021,TIMER,TYPE: H3CR A8 || 12V - 48VAC || 8PIN
B52TA3155,RADIATOR-ASSY,P/N: 239A2-10102 || FOR FORKLIFT TCM FD 30
B52TB3510,CONTACTOR,ELEVATOR CONTACTOR RELAY MG5-BF || COIL: 110VAC || OPERATIONAL CURRENT : 37A || 2NO 2NC
B52TC4471,TIMER,TYPE: H3CR A8 || 100-240VAC || 8PIN
B52TC4505,RELAY,RELAY COIL VOLTAGE: 24VDC || CURRENT: 30A || CONNECTOR 5PIN
B52TD0701,PULSE CODER,PULSE CODER FOR AC SERVO MOTOR || TYPE: ALFA A1000 || P/N: A860-2000-T301
B52TE1105,LAMPU,LAMPU TL LED POWER :16W || MEREK: PHILIPS || COMPLETE BOX || 220V-50 HZ
B52TE1106,LAMPU,TYPE: LED HIGH BAY || 200W || 220V || COOL DAYLIGHT
B52TE1107,LAMPU,LED BULB 5W - 415lm || 220VAC || TYPE FITTING: E27
B52TE1108,LAMPU,LAMPU DOWNLIGHT LED PANEL || 60CM X 60CM || 48W-220V || COOL DAYLIGHT
B52TE1730,HEAD LAMP,HEAD LAMP || LED 3 || RECHARGEABLE
B52TE3505,LAMPU,LAMPU LED 25W || 220VAC || COOL DAYLIGHT || TYPE FITTING: E27
B52TE3506,LAMPU,LAMPU MENARA FLICKER / KEDIP || 220V WARNA MERAH ||
B52TE3507,LAMPU,TYPE: LED HIGH BAY || 100W || 220V || COOL DAYLIGHT
B52TE3514,FITTING,FEMALE THREAD 1/4 - NPF
B52TF0107,FAN,DIMENSI 15cm x 15cm || INPUT: 220VAC - 35 W
B52TF0108,FAN,DIMENSI: 40mm X 40mm X 15mm || 24VDC-0.08A
B52TH0132,AIR CONDITIONER,AIR-CONDITIONER FOR PANEL || VOLTAGE: 220 VAC - 50 Hz || POWER: 300W || DIMENSION: 400 X 282 X 160 mm
B52TH0632,KONDENSOR,KONDENSOR UNIT || KAPASITAS PENDINGIN: 17.100 BTU/H 2PK || TYPE REFRIGERANT: R32
B52TH1365,THERMOSTATIC VALVE KIT,P/N: 22195820 || THERMOSTATIC VALVE KIT FOR INGERSOLL RAND MM-160
B52TH1813,ACCU,12V || 45AH
B52TH2552,EVAPORATOR,EVAPORATOR UNIT || KAPASITAS PENDINGIN: 17.100 BTU/H 2PK || TYPE REFRIGERANT: R32
B52TI17762,Konektor PCB,KF7.62-2P 2 Pin 7.62mm pitch connector pcb screw terminal block - Hitam
B52TI2426,CABLE TIE,CABLE TIE || SIZE: 4.8MM X 300MM || MATERIAL: NYLON
B52TI2427,CABLE,SPIRAL COIL CABLE || MULTICORE CONDUCTOR CORE: 7
B52TI7720,LIMIT SWITCH,LIMIT SWITCH || 250V-15A || DIMENSI: 28mm X 16mm X 10mm
B52TI7721,LIMIT SWITCH,XCKJH29 || 240 VAC || 3A || ROLLER LEVER
B52TI7722,LIMIT SWITCH,P/N: AZ8104 || VOLTAGE: 250 VDC || CURRENT: 5 A
B52TI7723,CURRENT COLECTOR,MATERIAL: HARD METAL COPPER || DIMENSION: 25mm X 22mm X 7.8mm || LENGTH FLEXIBLE COPPER: 39mm
B52TI7724,LIMIT SWITCH,D4C-1202 || 5 A at 250 VAC/ 4 A at 30 VDC || CABLE: VCTF OIL-RESISTANT CABLE. 4 CORES. 3 METER
B52TM0150,FUSE,NT-1 || 250A
B52TN0909,BATTERY,BATTERY TYPE: LR-61 VOLTAGE: 9VDC
B52TN0913,BATTERY,BATTERY || A3 1.5V
B52TN0914,BATTERY,BATTERY || A2 1.5V
B52TN0915,BATTERY,TYPE: BRC || 3VDC || LITHIUM || 3V || 5000MAH || NON-RECHARGEABLE
B52TN0942,BATTERY,TYPE: VRLA 12VDC- 42Ah
B52TO0135,POWER SUPPLY,POWER SUPPLY AC TO DC || INPUT:220VAC || OUTPUT: 12VDC-5A
B52TO2516,PASCAL PUMP,P/N: S6316
B52TO3931,TRANSFORMER,SINGLE PHASE TRANSFORMER || P/N: P6699B00 || FOR ACCUTIG P300
B52TO3933,TRANSFORMER,XD350 || 3-phase transformer || p/n: C0053B00 ||
B52TP0322,RESISTOR,HSC100 22R || ALUMINIUM HOUSED || POWER RESISTOR 22 OHM 100W
B52TP0402,TERMOMETER,TERMOMETER DIGITAL UNTUK RUANGAN || PANJANG KABEL SENSOR 2M ||
B52TP0811,CAPACITOR,CAPACITANCE: 30uf || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0812,CAPACITOR,50 uF || 500 VAC || SCREW TERMINAL
B52TP0814,CAPACITOR,CAPACITANCE: 1.5 UF - 470 UF || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0815,CAPACITOR,CAPACITANCE: 2 UF || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0817,CAPACITOR,CAPACITANCE:25uf || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0818,CAPACITOR,CAPACITANCE: 35uf || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0819,CAPACITOR,CAPACITANCE || 50uf || VOLTAGE: 400/450 VAC || MEREK: MC
B52TP0820,CAPACITOR,CAPACITANCE || 60uf || OLTAGE: 400/450 VAC || MEREK: MC
B52TP0903,TRANSFORMATOR,TRANSFORMATOR STEP DOWN || CAPACITY: 100VA || INPUT: 380VAC/220VAC || OUTPUT: 220VAC/110VAC/48VAC ||
B52TP0904,TRANSFORMATOR,TRANSFORMATOR STEP DOWN || INPUT: 220VAC || OUTPUT: 38VAC - 5A
B52TP0906,TRANSFORMATOR,TRANSFORMATOR STEP DOWN P/N: W-W02921C || 200V-575V TO 32V || FOR DIGITAL INVERTER DP400
B52TP1330,CARBON BRUSH,DIMENSION: 20 X 17 X 7 mm || PEER LENGTH: 41mm
B52TP2610,SOLENOID VALVE,SOLENOID VALVE || COIL: 100VAC/110VAC || FEMALE THREAD DIAMETER: 1/4
B52TP2611,PRESSURE RELIEF VALVE,PILOT CONTROL VALVE || ZDBT-XP2-10/315
